,Category,Subcategory,Difficulty,Solution,Prerequisite,Hint,Task,Sample Input,Sample Output,Cyclomatic Complexity,Halstead Difficulty,Halstead Effort,Halstead Volume,Halstead Time,SLoC,Logical SLoC,Number of Functions,Number of Classes,Number of Lines,Number of Comments,Diff SLoC LLoC,Maintainability Index,Student ID,Demanding,Effort,Satisfied,Stress,Exercise ID,Num of Bursts,Total Keystrokes,Total Time,Avg. Latency,Num of Deletions,Num of Insertions,Edit Ratio,Freq of nan,Freq of Enter,Freq of KeyD,Freq of KeyE,Freq of KeyF,Freq of Space,Freq of KeyC,Freq of KeyO,Freq of KeyU,Freq of KeyN,Freq of KeyT,Freq of ShiftLeft,Freq of Minus,Freq of KeyV,Freq of KeyW,Freq of KeyL,Freq of KeyS,Freq of Digit9,Freq of KeyR,Freq of ArrowRight,Freq of Backspace,Freq of Tab,Freq of ArrowLeft,Freq of Semicolon,Freq of ArrowDown,Freq of Equal,Freq of BracketLeft,Freq of BracketRight,Freq of Quote,Freq of KeyA,Freq of Comma,Freq of KeyI,Freq of KeyG,Freq of Digit0,Freq of Backslash,Freq of KeyP,Freq of Digit1,Freq of KeyM,Freq of ArrowUp,Freq of Period,Freq of ControlLeft,Freq of Delete,Freq of KeyH,Freq of KeyJ,Freq of Digit2,Freq of KeyB,Freq of Digit3,Freq of Digit5,Freq of Digit6,Freq of KeyZ,Freq of ShiftRight,Freq of KeyX,Freq of KeyY,Freq of Slash,Freq of Digit4,Freq of Digit7,Freq of Digit8,Freq of KeyQ,Freq of Insert,Freq of Home,Freq of MetaLeft,Freq of KeyK,Freq of NumpadSubtract,Freq of MetaRight,Freq of Numpad0,Freq of End,Freq of AltLeft,Freq of Backquote,Freq of CapsLock,Freq of Numpad4,Freq of PageDown,Freq of Escape,Freq of NumpadAdd,Freq of Numpad1,Freq of Numpad2,Freq of NumpadMultiply,Freq of NumpadDecimal,Freq of Numpad5,Freq of Numpad6,Freq of NumpadEnter,Freq of Numpad3,Freq of Numpad8,Freq of Numpad7,Freq of ControlRight,Freq of PageUp,Short Pause,Num of Code Executions,Num of AI Feedback Calls,Num of Editor Actives,Num of Editor Inactives,Large Editor Deactives,Medium Editor Deactives,Small Editor Deactives,Large Editor Deactive Time (Mean),Medium Editor Deactive Time (Mean),Small Editor Deactive Time (Mean),Num of Page Actives,Num of Page Inactives,Large Page Deactives,Medium Page Deactives,Small Page Deactives,Large Page Deactive Time (Mean),Medium Page Deactive Time (Mean),Small Page Deactive Time (Mean),Final Grade,Function Definition,Recursion,Conditional Statements,Loops,Class Definition,Instance Variables,Mathematical Operations,List Operations,String Operations,Nested Data Structures,Error Handling,State Management,Mathematical Sequences,Cognitive Load
125,classes_and_objects,defining_attributes_and_methods,hard,"import time

class Timer:
    def __init__(self):
        self.start_time = None
        self.end_time = None

    def start(self):
        self.start_time = time.time()
        self.end_time = None

    def stop(self):
        if self.start_time is None:
            raise ValueError('Timer must be started before it can be stopped.')
        self.end_time = time.time()

    def duration(self):
        if self.start_time is None or self.end_time is None:
            raise ValueError('Timer must be started and stopped to get the duration.')
        return self.end_time - self.start_time

# Example usage:
t = Timer()
t.start()
time.sleep(2)
t.stop()
print(t.duration()) # Outputs: 2.0 (approximately)","Students should be familiar with basic class creation, error handling using exceptions, and working with the `time` module.",Use `time.time()` to get the current time. Make sure the timer is in the correct state before allowing `stop` and `duration` to be called.,"In this exercise, you will create a Python class called `Timer`. The class should have methods to `start` the timer, `stop` the timer, and `duration` which should return the time elapsed between the start and stop times in seconds. Additionally, include error handling to ensure that `stop` cannot be called before `start` and that `duration` cannot be called unless the timer has been both started and stopped. Use the `time` module from Python's standard library to get the current time.","`t = Timer() 
t.start() 
# assume a duration of 2 seconds between start and stop 
time.sleep(2) 
t.stop() 
print(t.duration())`","`2.0` or close to `2.0`, depending on the actual time elapsed.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,Student_14,6,4,5,4,2135,12.0,305.0,296.96,0.9768421052631578,62.0,225.0,0.940983606557377,0.0,27.0,8.0,24.0,12.0,17.0,1.0,5.0,3.0,9.0,27.0,0.0,2.0,0.0,0.0,11.0,13.0,4.0,11.0,13.0,41.0,1.0,1.0,6.0,6.0,2.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,2.0,0.0,2.0,0.0,9.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,5,2,9.0,9.0,1.0,11.0,6.0,62.690999985,24.427818168272726,2.866333365333333,0.0,1.0,1.0,0.0,0.0,311.043999911,0.0,0.0,30.0,1,-1,0,-1,1,1,1,-1,-1,-1,0,-1,-1,2.8
126,for_loops,for_loop_with_range_iterate_over_string,easy,"def count_vowels(word):
    count = 0
    vowels = 'aeiou'
    for i in range(len(word)):
        if word[i].lower() in vowels:
            count += 1
    return count

# Example usage:
print(count_vowels('umbrella')) # Outputs: 3","Students should be familiar with for loops, the range function, and basic string operations.",Convert the input string to lowercase to simplify checking and use a loop to count vowels.,"Write a Python program that asks the user to input a word and then uses a for loop with range to count the number of vowels ('a', 'e', 'i', 'o', 'u') in the word. The program should print the total number of vowels found.",`count_vowels('umbrella')`,`3` because there are 3 vowels in 'umbrella'.,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Student_15,6,4,2,4,586,6.0,196.0,149.385999,0.7660820461538461,21.0,153.0,0.8877551020408163,0.0,12.0,3.0,13.0,4.0,12.0,5.0,12.0,7.0,8.0,10.0,13.0,1.0,3.0,6.0,7.0,4.0,3.0,9.0,5.0,15.0,1.0,9.0,3.0,2.0,5.0,1.0,0.0,3.0,4.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,3,0,3.0,3.0,2.0,2.0,2.0,302800.627500057,6.016499996,3.8319998985000003,1.0,1.0,1.0,1.0,0.0,605321.85800004,6.636999845,0.0,30.0,1,-1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,3.4
127,for_loops,nested_for_loop,medium,"def is_prime(num):
    if num < 2:
        return False
    for i in range(2, int(num**0.5) + 1):
        if num % i == 0:
            return False
    return True

def find_prime_pairs(N):
    primes = [i for i in range(2, N+1) if is_prime(i)]
    pairs = [(x, y) for x, y in zip(primes, primes[1:]) if y - x == 6]
    return pairs

# Example usage:
print(find_prime_pairs(30)) # Outputs: [(5, 11), (7, 13), (11, 17), (13, 19), (17, 23), (23, 29)]","Students should know how to define functions, use for loops, list comprehensions, and understand the concept of prime numbers.","First, create a helper function to check for prime numbers. Then, generate a list of primes and find pairs that satisfy the 'sexy primes' condition.","Write a Python function `find_prime_pairs` that takes an integer `N` and returns a list of tuples, where each tuple (`x`, `y`) represents a pair of prime numbers such that `x < y <= N` and `y - x == 6`. This difference of 6 is sometimes referred to as 'sexy primes'.",`find_prime_pairs(30)`,"`[(5, 11), (7, 13), (11, 17), (13, 19), (17, 23), (23, 29)]` because these are the pairs of primes less than 30 that are 6 units apart.",10,30,22,22,0,8,0,2,0,30,0,8,58.17535397571337,Student_15,10,5,2,4,683,38.0,813.0,2300.999,2.8337426108374384,109.0,600.0,0.8720787207872078,0.0,32.0,7.0,47.0,15.0,55.0,4.0,11.0,8.0,34.0,21.0,62.0,7.0,0.0,0.0,7.0,18.0,26.0,50.0,41.0,70.0,8.0,32.0,9.0,5.0,14.0,11.0,6.0,0.0,18.0,6.0,51.0,10.0,7.0,0.0,25.0,0.0,20.0,5.0,7.0,0.0,0.0,4.0,3.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0,1.0,15.0,2.0,0.0,0.0,0.0,0.0,63,16,5,23.0,23.0,2.0,27.0,16.0,91.63750004799999,15.593814814370369,2.29606249925,5.0,6.0,1.0,6.0,4.0,94.546000004,40.0053333045,1.2142500875,85.0,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,0,4.8999999999999995
128,for_loops,for_and_while_loop_combo,hard,"def generate_substrings(s):
    substrings = []
    for start in range(len(s)):
        end = start
        while end < len(s):
            substrings.append(s[start:end+1])
            end += 1
    return substrings

# Example usage:
print(generate_substrings('abc')) # Outputs the specified sample output","Students should be comfortable with string slicing, manipulating lists, and nested loops in Python.",Use the index from the `for` loop as the starting point and expand the end index using the `while` loop to create each substring.,Write a Python program that uses a combination of `for` and `while` loops to construct a list of all the substrings of a given string `s`. Your function `generate_substrings` should take a single argument `s` and return a list of all possible contiguous substrings. Use the `for` loop to control the starting point of each substring and the nested `while` loop to extend the substring character by character until the end of the string is reached.,`generate_substrings('abc')`,"`['a', 'ab', 'abc', 'b', 'bc', 'c']` because these are all the contiguous substrings that can be formed from the string 'abc'.",4,16,11,11,0,5,0,1,0,16,0,5,64.85929803077245,Student_15,6,3,2,3,760,24.0,344.0,761.34,2.219650145772595,55.0,290.0,1.002906976744186,0.0,17.0,9.0,28.0,4.0,14.0,12.0,6.0,10.0,23.0,10.0,21.0,1.0,0.0,1.0,4.0,19.0,9.0,19.0,13.0,14.0,5.0,3.0,7.0,1.0,6.0,5.0,3.0,1.0,12.0,2.0,9.0,5.0,2.0,0.0,4.0,1.0,1.0,3.0,2.0,1.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,30,9,2,10.0,10.0,2.0,10.0,8.0,3770.3329999445,25.941700029599996,3.00224998575,1.0,1.0,0.0,1.0,1.0,0.0,16.680000067,1.147999525,50.0,1,-1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,2.9
129,recursion,handling_recursion_depth,easy,"def fibonacci(n):
    if n <= 0:
        return 0
    elif n == 1:
        return 1
    else:
        return fibonacci(n-1) + fibonacci(n-2)

# Example usage:
print(fibonacci(6)) # Outputs: 8",The students should be comfortable with recursion and should understand the Fibonacci sequence.,Define the base cases for when `n` is 0 or 1 and use recursion to express the relation `F(n) = F(n-1) + F(n-2)`.,"Construct a recursive Python function called `fibonacci` that will return the `n`-th number in the Fibonacci sequence. The sequence starts with 0 and 1, and every number thereafter is the sum of the previous two.",`fibonacci(6)`,"`8` because the Fibonacci sequence up to the 6th number is: 0, 1, 1, 2, 3, 5, 8.",3,9,7,7,0,2,0,1,0,9,0,2,69.27576528494643,Student_15,3,2,4,2,434,7.0,143.0,123.868,0.8723098591549295,10.0,121.0,0.916083916083916,0.0,8.0,1.0,9.0,7.0,8.0,2.0,1.0,8.0,11.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,5.0,12.0,2.0,5.0,0.0,7.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8,2,1,2.0,2.0,0.0,1.0,2.0,0.0,8.720999956,2.921000004,1.0,1.0,0.0,1.0,1.0,0.0,10.336999893,1.666000129,40.0,1,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1.0999999999999999
130,recursion,defining_a_recursive_function,medium,"def recursive_reverse(s):
    if len(s) == 0:
        return s
    else:
        return s[-1] + recursive_reverse(s[:-1])

# Example usage:
print(recursive_reverse('hello'))  # Outputs: 'olleh'",Students should understand the concept of string slicing and recursion in Python.,Consider the last character of the string and recursively reverse the remaining part of the string.,"Write a Python function named `recursive_reverse` that takes a string as input and returns the string reversed using recursion. If the input string is empty, the function should return an empty string.",`recursive_reverse('hello')`,`'olleh'` because the reverse of the string 'hello' is 'olleh'.,2,7,5,5,0,2,0,1,0,7,0,2,79.7423427057672,Student_15,5,3,1,2,568,10.0,232.0,341.171999,1.4769350606060607,24.0,183.0,0.8922413793103449,0.0,6.0,1.0,16.0,3.0,8.0,3.0,2.0,4.0,17.0,13.0,18.0,2.0,2.0,0.0,8.0,12.0,11.0,21.0,4.0,18.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,16.0,10.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10,5,2,5.0,5.0,1.0,8.0,1.0,61.475000143,14.860624968625,3.697000026,1.0,1.0,0.0,1.0,1.0,0.0,9.539999962,0.433000088,35.0,1,0,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,2.5999999999999996
131,recursion,defining_a_recursive_function,hard,"def flatten_list(lst):
    flat_list = []
    for item in lst:
        if isinstance(item, list):
            flat_list.extend(flatten_list(item))
        else:
            flat_list.append(item)
    return flat_list

# Example usage:
print(flatten_list([1, [2, [3, 4], [[5]], 6, 7], 8])) # Outputs: [1, 2, 3, 4, 5, 6, 7, 8]","Students should know how to use lists, loops, recursion, and type checking with `isinstance`.","Use a for loop to iterate through each element. For each list found, call the function recursively; otherwise, add the element to the resulting list.",Develop a Python program that defines a recursive function named `flatten_list` which takes a list with nested lists of arbitrary depth and returns a flat list containing all the elements in a single list with no nesting.,"`flatten_list([1, [2, [3, 4], [[5]], 6, 7], 8])`","`[1, 2, 3, 4, 5, 6, 7, 8]` because the nested list structures have been removed and all elements are in one flat list.",3,12,9,9,0,3,0,1,0,12,0,3,100.0,Student_15,4,4,5,2,547,17.0,321.0,615.402,1.9231312500000002,67.0,244.0,0.9688473520249221,0.0,14.0,6.0,23.0,10.0,11.0,1.0,1.0,2.0,18.0,19.0,21.0,4.0,0.0,0.0,14.0,14.0,9.0,9.0,5.0,44.0,2.0,0.0,5.0,2.0,1.0,9.0,3.0,0.0,12.0,7.0,15.0,1.0,2.0,0.0,7.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,29,10,4,10.0,10.0,0.0,13.0,7.0,0.0,19.00553844523077,2.146571500142857,1.0,1.0,0.0,1.0,1.0,0.0,7.898000002,1.121999979,30.0,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,1.7999999999999998
132,classes_and_objects,creating_a_class,easy,"class Rectangle:
    def __init__(self, length, width):
        self.length = length
        self.width = width

    def area(self):
        return self.length * self.width

    def perimeter(self):
        return 2 * (self.length + self.width)

# Example usage:
my_rectangle = Rectangle(10, 5)
print('Area:', my_rectangle.area()) # Outputs: Area: 50
print('Perimeter:', my_rectangle.perimeter()) # Outputs: Perimeter: 30","Students should understand basic class construction, attribute definition, and use of self to access attributes.","Remember that the area of a rectangle can be calculated by multiplying its length by its width, and the perimeter is the sum of the lengths of all sides.","Create a Python class named `Rectangle` with two attributes: `length` and `width`. The class should have two methods: `area` which returns the area of the rectangle, and `perimeter` which returns the perimeter of the rectangle.","`my_rectangle = Rectangle(10, 5)
print('Area:', my_rectangle.area())
print('Perimeter:', my_rectangle.perimeter())`","`Area: 50
Perimeter: 30` because the area is length * width and the perimeter is 2 * (length + width).",0,0,0,0,0,0,0,0,0,0,0,0,0.0,Student_15,4,5,5,4,2171,6.0,398.0,406.944,1.0250478589420655,48.0,296.0,0.864321608040201,0.0,13.0,8.0,33.0,12.0,19.0,3.0,0.0,1.0,11.0,21.0,29.0,5.0,0.0,5.0,19.0,13.0,10.0,15.0,23.0,35.0,3.0,12.0,5.0,3.0,3.0,0.0,0.0,3.0,8.0,6.0,12.0,7.0,4.0,0.0,7.0,0.0,5.0,0.0,10.0,3.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,21,8,3,9.0,9.0,0.0,10.0,8.0,0.0,16.966800022100003,2.744000017625,1.0,2.0,1.0,1.0,1.0,68.694000006,8.973000049,1.388999939,30.0,0,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,2.5
133,classes_and_objects,inheritance,medium,"class Shape:
    def __init__(self, color):
        self.color = color

class Square(Shape):
    def __init__(self, color, side):
        super().__init__(color)
        self.side = side

    def area(self):
        return self.side ** 2

# Example usage:
square = Square('blue', 3)
print(square.area())  # Outputs: 9","Students should be aware of class inheritance, the `super()` function, and how to override methods in subclasses.",Don't forget to call the initializer of the parent `Shape` class using `super()` and override the `area` method for `Square`.,Inherit from a class `Shape` to create a subclass `Square`. The `Shape` class has an instance variable `color`. The `Square` class is initialized with `color` and `side` (the length of a side of the square). Implement the method `area` in the `Square` class that calculates and returns the area of the square.,"square = Square('blue', 3)
print(square.area())",`9` because the area of a square with a side length of 3 is `3*3`.,7,14,11,11,0,3,0,5,2,14,0,3,73.40427642081417,Student_15,4,4,5,3,1949,13.0,316.0,322.388,1.0234539682539683,23.0,265.0,0.9113924050632911,0.0,14.0,9.0,27.0,11.0,19.0,10.0,15.0,6.0,4.0,4.0,27.0,10.0,0.0,0.0,20.0,26.0,11.0,16.0,8.0,13.0,0.0,4.0,5.0,0.0,4.0,0.0,0.0,1.0,11.0,5.0,10.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18,5,3,7.0,7.0,0.0,8.0,6.0,0.0,15.525250077125,1.6896667083333334,1.0,2.0,0.0,2.0,1.0,0.0,16.1704999205,0.694999934,40.0,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,2.0
134,classes_and_objects,defining_attributes_and_methods,hard,"import time

class Timer:
    def __init__(self):
        self.start_time = None
        self.end_time = None

    def start(self):
        self.start_time = time.time()
        self.end_time = None

    def stop(self):
        if self.start_time is None:
            raise ValueError('Timer must be started before it can be stopped.')
        self.end_time = time.time()

    def duration(self):
        if self.start_time is None or self.end_time is None:
            raise ValueError('Timer must be started and stopped to get the duration.')
        return self.end_time - self.start_time

# Example usage:
t = Timer()
t.start()
time.sleep(2)
t.stop()
print(t.duration()) # Outputs: 2.0 (approximately)","Students should be familiar with basic class creation, error handling using exceptions, and working with the `time` module.",Use `time.time()` to get the current time. Make sure the timer is in the correct state before allowing `stop` and `duration` to be called.,"In this exercise, you will create a Python class called `Timer`. The class should have methods to `start` the timer, `stop` the timer, and `duration` which should return the time elapsed between the start and stop times in seconds. Additionally, include error handling to ensure that `stop` cannot be called before `start` and that `duration` cannot be called unless the timer has been both started and stopped. Use the `time` module from Python's standard library to get the current time.","`t = Timer() 
t.start() 
# assume a duration of 2 seconds between start and stop 
time.sleep(2) 
t.stop() 
print(t.duration())`","`2.0` or close to `2.0`, depending on the actual time elapsed.",8,26,20,20,0,6,0,5,1,26,0,6,60.85725565160544,Student_15,4,4,4,4,2135,12.0,692.0,693.808999,1.0040651215629521,74.0,559.0,0.9147398843930635,0.0,27.0,18.0,62.0,25.0,41.0,2.0,17.0,9.0,30.0,58.0,51.0,16.0,1.0,0.0,19.0,39.0,20.0,36.0,15.0,46.0,6.0,10.0,8.0,5.0,11.0,0.0,0.0,1.0,17.0,4.0,33.0,2.0,1.0,0.0,11.0,0.0,18.0,0.0,16.0,4.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,32,10,5,13.0,13.0,0.0,19.0,7.0,0.0,15.893473675368421,2.888999939,0.0,1.0,1.0,0.0,0.0,81.486000061,0.0,0.0,100.0,1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,2.4000000000000004
135,for_loops,for_loop_with_range_iterate_over_string,easy,"def count_vowels(word):
    count = 0
    vowels = 'aeiou'
    for i in range(len(word)):
        if word[i].lower() in vowels:
            count += 1
    return count

# Example usage:
print(count_vowels('umbrella')) # Outputs: 3","Students should be familiar with for loops, the range function, and basic string operations.",Convert the input string to lowercase to simplify checking and use a loop to count vowels.,"Write a Python program that asks the user to input a word and then uses a for loop with range to count the number of vowels ('a', 'e', 'i', 'o', 'u') in the word. The program should print the total number of vowels found.",`count_vowels('umbrella')`,`3` because there are 3 vowels in 'umbrella'.,7,19,14,14,1,4,1,1,0,19,1,3,75.31913039001986,Student_16,7,4,4,3,586,10.0,479.0,399.895999,0.8366025083682008,101.0,359.0,0.9603340292275574,0.0,20.0,9.0,31.0,4.0,35.0,8.0,32.0,11.0,15.0,9.0,26.0,1.0,11.0,22.0,21.0,1.0,8.0,24.0,4.0,80.0,9.0,2.0,3.0,4.0,14.0,1.0,1.0,13.0,8.0,0.0,9.0,2.0,8.0,8.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,4,1,9.0,9.0,1.0,10.0,7.0,87.717000007,15.786600017399996,2.5582856794285718,4.0,4.0,2.0,6.0,0.0,115.71850025650001,14.316833257666667,0.0,80.0,1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,3.0999999999999996
136,for_loops,nested_for_loop,medium,"def is_prime(num):
    if num < 2:
        return False
    for i in range(2, int(num**0.5) + 1):
        if num % i == 0:
            return False
    return True

def find_prime_pairs(N):
    primes = [i for i in range(2, N+1) if is_prime(i)]
    pairs = [(x, y) for x, y in zip(primes, primes[1:]) if y - x == 6]
    return pairs

# Example usage:
print(find_prime_pairs(30)) # Outputs: [(5, 11), (7, 13), (11, 17), (13, 19), (17, 23), (23, 29)]","Students should know how to define functions, use for loops, list comprehensions, and understand the concept of prime numbers.","First, create a helper function to check for prime numbers. Then, generate a list of primes and find pairs that satisfy the 'sexy primes' condition.","Write a Python function `find_prime_pairs` that takes an integer `N` and returns a list of tuples, where each tuple (`x`, `y`) represents a pair of prime numbers such that `x < y <= N` and `y - x == 6`. This difference of 6 is sometimes referred to as 'sexy primes'.",`find_prime_pairs(30)`,"`[(5, 11), (7, 13), (11, 17), (13, 19), (17, 23), (23, 29)]` because these are the pairs of primes less than 30 that are 6 units apart.",9,29,22,22,0,7,0,2,0,29,0,7,55.499510219761746,Student_16,9,5,4,4,683,29.0,1016.0,14362.945999,14.150685713300492,225.0,707.0,0.9173228346456693,0.0,46.0,13.0,39.0,23.0,67.0,0.0,7.0,10.0,51.0,20.0,114.0,9.0,1.0,4.0,10.0,15.0,30.0,55.0,10.0,171.0,17.0,6.0,20.0,1.0,18.0,9.0,6.0,0.0,24.0,2.0,67.0,5.0,35.0,4.0,26.0,8.0,20.0,4.0,8.0,0.0,0.0,5.0,4.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,7.0,5.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,17,12,42.0,41.0,5.0,49.0,29.0,150.7324000836,17.25051020610204,1.7800689565862067,14.0,14.0,7.0,11.0,10.0,158.95057146885716,21.387454574727272,2.220999932,50.0,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,0,4.199999999999999
137,for_loops,for_and_while_loop_combo,hard,"def generate_substrings(s):
    substrings = []
    for start in range(len(s)):
        end = start
        while end < len(s):
            substrings.append(s[start:end+1])
            end += 1
    return substrings

# Example usage:
print(generate_substrings('abc')) # Outputs the specified sample output","Students should be comfortable with string slicing, manipulating lists, and nested loops in Python.",Use the index from the `for` loop as the starting point and expand the end index using the `while` loop to create each substring.,Write a Python program that uses a combination of `for` and `while` loops to construct a list of all the substrings of a given string `s`. Your function `generate_substrings` should take a single argument `s` and return a list of all possible contiguous substrings. Use the `for` loop to control the starting point of each substring and the nested `while` loop to extend the substring character by character until the end of the string is reached.,`generate_substrings('abc')`,"`['a', 'ab', 'abc', 'b', 'bc', 'c']` because these are all the contiguous substrings that can be formed from the string 'abc'.",3,13,11,10,1,2,1,1,0,13,1,1,85.4537348186543,Student_16,3,2,5,2,760,11.0,302.0,288.766,0.9593554817275748,54.0,228.0,0.9337748344370861,0.0,12.0,4.0,20.0,5.0,18.0,2.0,2.0,3.0,16.0,14.0,30.0,1.0,0.0,1.0,8.0,8.0,9.0,18.0,3.0,40.0,5.0,1.0,5.0,1.0,6.0,2.0,1.0,4.0,15.0,1.0,12.0,8.0,6.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,4,2,9.0,9.0,0.0,11.0,7.0,0.0,13.104363593181818,1.6454285554285712,3.0,4.0,2.0,2.0,3.0,131.79549992149998,27.767000079,1.12833333,100.0,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,0.8999999999999999
